InputID,TargetID,Distância km
62,24,9865
62,25,8640
62,26,8611
62,27,9225
62,28,9317
62,29,8437
62,30,609
62,31,1683
62,32,813
62,33,1572
62,34,522
62,35,450
62,36,432
62,37,1238
62,38,1207
62,39,390
62,40,976
62,41,1300
62,42,1295
62,43,471
62,44,1512
62,45,481
62,46,1925
62,47,1836
62,48,930
62,49,2099
62,50,1936
62,51,1150
62,52,723
62,53,1209
62,54,1359
62,55,681
62,56,1136
62,57,1071
62,58,264
62,59,901
62,60,812
62,61,302
62,63,1589
62,64,1135
62,65,1621
62,66,2242
62,67,1715
63,1,8355
63,2,6271
63,3,6915
63,4,6061
63,5,6310
63,6,6059
63,7,5694
63,8,10290
63,9,9227
63,10,9789
63,11,9988
63,12,11668
63,13,10524
63,14,7270
63,15,12159
63,16,13058
63,17,10795
63,18,10791
63,19,10700
63,20,10026
63,21,11097
63,22,10791
63,23,8617
63,24,11388
63,25,10205
63,26,10177
63,27,10780
63,28,10891
63,29,10025
63,30,1422
63,31,1453
63,32,2274
63,33,2417
63,34,1332
63,35,1150
63,36,1752
63,37,1245
63,38,1214
63,39,1978
63,40,1460
63,41,2879
63,42,2719
63,43,1240
63,44,2603
63,45,2006
63,46,3427
63,47,3173
63,48,2465
63,49,516
63,50,439
63,51,1658
63,52,1272
63,53,2650
63,54,2696
63,55,1957
63,56,483
63,57,538
63,58,1808
63,59,1315
63,60,2252
63,61,1856
63,62,1589
63,64,483
63,65,2886
63,66,2414
63,67,2951
64,1,8743
64,2,6650
64,3,7297
64,4,6450
64,5,6745
64,6,6469
64,7,5263
64,8,9886
64,9,8835
64,10,9422
64,11,9618
64,12,11219
64,13,10076
64,14,6789
64,15,11677
64,16,12575
64,17,10474
64,18,10467
64,19,10353
64,20,9552
64,21,10614
64,22,10308
64,23,8158
64,24,10905
64,25,9726
64,26,9698
64,27,10357
64,28,10414
64,29,9561
64,30,1094
64,31,1485
64,32,1873
64,33,2193
64,34,849
64,35,721
64,36,1360
64,37,1148
64,38,1109
64,39,1525
64,40,1241
64,41,2435
64,42,2236
64,43,857
64,44,2317
64,45,1531
64,46,3024
64,47,2827
64,48,1988
64,49,997
64,50,900
64,51,1236
64,52,980
64,53,2262
64,54,2341
64,55,1475
64,56,1
64,57,267
64,58,1372
64,59,1084
64,60,1769
64,61,1418
64,62,1135
64,63,483
64,65,2557
64,66,2394
64,67,2632
65,1,11222
65,2,9149
65,3,9790
65,4,8933
65,5,9086
65,6,8902
65,7,3041
65,8,7456
65,9,6375
65,10,6908
65,11,7108
65,12,8977
65,13,7848
65,14,5208
65,15,10129
65,16,10858
65,17,7920
65,18,7913
65,19,7814
65,20,7611
65,21,9005
65,22,8681
65,23,7393
65,24,9265
65,25,7911
65,26,7881
65,27,7991
65,28,8516
65,29,7493
65,30,1470
65,31,2007
65,32,841
65,33,773
65,34,2143
65,35,1872
65,36,1236
65,37,1811
65,38,1820
65,39,1381
65,40,1475
65,41,1081
65,42,2069
65,43,1704
65,44,391
65,45,1651
65,46,842
65,47,311
65,48,1654
65,49,3314
65,50,3069
65,51,2723
65,52,1614
65,53,532
65,54,281
65,55,2032
65,56,2558
65,57,2367
65,58,1368
65,59,1594
65,60,1862
65,61,1344
65,62,1621
65,63,2886
65,64,2557
65,66,1757
65,67,103
66,1,10097
66,2,8140
66,3,8743
66,4,7896
66,5,7823
66,6,7771
66,7,4674
66,8,8717
66,9,7621
66,10,8012
66,11,8219
66,12,10401
66,13,9315
66,14,6957
66,15,11836
66,16,12508
66,17,8778
66,18,8787
66,19,8792
66,20,9244
66,21,10713
66,22,10389
66,23,9116
66,24,10963
66,25,9582
66,26,9552
66,27,9321
66,28,10149
66,29,9072
66,30,1655
66,31,965
66,32,2011
66,33,1008
66,34,2601
66,35,2098
66,36,1873
66,37,1249
66,38,1290
66,39,2329
66,40,1304
66,41,2651
66,42,3353
66,43,1908
66,44,1386
66,45,2614
66,46,2598
66,47,2022
66,48,2900
66,49,2594
66,50,2319
66,51,3285
66,52,1615
66,53,2051
66,54,1839
66,55,2915
66,56,2395
66,57,2127
66,58,2152
66,59,1434
66,60,2949
66,61,2173
66,62,2242
66,63,2414
66,64,2394
66,65,1757
66,67,1726
67,1,11277
67,2,9208
67,3,9847
67,4,8990
67,5,9128
67,6,8953
67,7,3029
67,8,7409
67,9,6325
67,10,6849
67,11,7050
67,12,8946
67,13,7821
67,14,5231
67,15,10138
67,16,10857
67,17,7848
67,18,7843
67,19,7749
67,20,7605
67,21,9014
67,22,8690
67,23,7445
67,24,9272
67,25,7911
67,26,7882
67,27,7950
67,28,8511
67,29,7479
67,30,1542
67,31,2028
67,32,942
67,33,766
67,34,2237
67,35,1954
67,36,1323
67,37,1853
67,38,1864
67,39,1482
67,40,1526
67,41,1173
67,42,2169
67,43,1783
67,44,400
67,45,1753
67,46,877
67,47,301
67,48,1756
67,49,3371
67,50,3123
67,51,2822
67,52,1680
67,53,634
67,54,383
67,55,2134
67,56,2633
67,57,2437
67,58,1463
67,59,1651
67,60,1965
67,61,1441
67,62,1715
67,63,2951
67,64,2632
67,65,103
67,66,1726
