Destino,Origem,Intermerdiario,Final,Distancia,Emissão de CO2
Goiás,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,8780,189.16909090909093
Goiás,Aeroporto de Toulouse-Blagnac (França),Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,8373,180.40009090909092
Goiás,Aeroporto Internacional de Penang (Penang),Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,16731,360.477
Goiás,Aeroporto Internacional de Hong Kong,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18020,388.2490909090909
Goiás,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,10100,217.60909090909092
Goiás,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18505,398.69863636363635
Goiás,Aeroporto Internacional de Pequim Capital,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,16964,365.4970909090909
Goiás,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,14282,307.7121818181818
Goiás,Aeroporto Internacional de Changi,Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,17075,367.88863636363635
Goiás,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9722,209.4649090909091
Goiás,Aeroporto Internacional de Kuala Lumpur (Sepang),Aeroporto Internacional do Recife,Aeroporto Internacional de Brasília,16851,363.06245454545456
Goiás,Aeroporto Internacional de Xangai Pudong,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,18104,390.05890909090914
Goiás,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,9159,197.33481818181818
Goiás,Aeroporto Internacional de Narita (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,17825,384.0477272727273
Goiás,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,7522,162.06490909090908
Goiás,Aeroporto Internacional de Incheon,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Brasília,17663,380.5573636363637
Goiás,Aeroporto Internacional de Haneda (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Brasília,17856,384.71563636363635
Goiás,Aeroporto Internacional de Viena,Aeroporto Internacional de Natal,Aeroporto Internacional de Brasília,9593,206.68554545454543
