Destino,Origem,Intermerdiario,Final,Distancia,Emissão de CO2
Mato Grosso,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Várzea Grande,10501,226.25
Mato Grosso,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Várzea Grande,19284,415.48
Mato Grosso,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Várzea Grande,10879,234.39
Minas Gerais,Aeroporto de Oslo-Gardermoen,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,10118,218.0
Minas Gerais,Aeroporto Internacional de Suvarnabhumi,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,16895,364.01
Minas Gerais,Aeroporto Internacional de Kansai (Osaka),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belo Horizonte,18365,395.68
Minas Gerais,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,8932,192.44
Minas Gerais,Aeroporto de Milão-Malpensa,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8930,192.4
Minas Gerais,Aeroporto Humberto Delgado (Lisboa),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,7422,159.91
Minas Gerais,Aeroporto Nikola Tesla (Belgrado),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9625,207.38
Minas Gerais,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,8918,192.14
Minas Gerais,Aeroporto Adolfo Suárez Madrid-Barajas,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,7885,169.89
Minas Gerais,Aeroporto Internacional de Hong Kong,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,18001,387.84
Minas Gerais,Aeroporto de Varsóvia Chopin,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,10081,217.2
Minas Gerais,Aeroporto Internacional Henri Coand? (Bucareste),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,10023,215.95
Minas Gerais,Aeroporto Internacional de Taiwan Taoyuan,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,18486,398.29
Minas Gerais,Aeroporto de Luxemburgo,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9136,196.84
Minas Gerais,Aeroporto Internacional de Pequim Capital,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,17102,368.47
Minas Gerais,Aeroporto Internacional Indira Gandhi,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,14263,307.3
Minas Gerais,Aeroporto Internacional de Changi,Aeroporto Internacional do Recife,Aeroporto Internacional de Belo Horizonte,16977,365.78
Minas Gerais,Aeroporto Internacional de Budapeste Ferenc Liszt,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9703,209.06
Minas Gerais,Aeroporto Internacional de Xangai Pudong,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,18085,389.65
Minas Gerais,Aeroporto de Schiphol (Amsterdã),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9254,199.38
Minas Gerais,Aeroporto de Roma-Fiumicino,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8895,191.65
Minas Gerais,Aeroporto Internacional Ninoy Aquino,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,19021,409.82
Minas Gerais,Aeroporto de Barcelona-El Prat (Espanha),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8208,176.85
Minas Gerais,Aeroporto Internacional de Narita (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belo Horizonte,18188,391.87
Minas Gerais,Aeroporto de Helsinque,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,10779,232.24
Minas Gerais,Aeroporto Francisco Sá Carneiro (Porto),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,7660,165.04
Minas Gerais,Aeroporto Internacional de Viena,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9574,206.28
Minas Gerais,Aeroporto Internacional de Haneda (Tóquio),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belo Horizonte,18219,392.54
Minas Gerais,Aeroporto Internacional Don Mueang,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,16877,363.62
Minas Gerais,Aeroporto de Zurique,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9052,195.03
Minas Gerais,Aeroporto de Toulouse-Blagnac (França),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,8354,179.99
Minas Gerais,Aeroporto de Dublin,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,8844,190.55
Minas Gerais,Aeroporto Internacional de Penang (Penang),Aeroporto Internacional do Recife,Aeroporto Internacional de Belo Horizonte,16633,358.37
Minas Gerais,Aeroporto de Frankfurt,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9297,200.31
Minas Gerais,Aeroporto Internacional de Tan Son Nhat,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,17565,378.45
Minas Gerais,Aeroporto de Bruxelas,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,9135,196.82
Minas Gerais,Aeroporto Internacional de Noi Bai,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,17260,371.87
Minas Gerais,Aeroporto Internacional de Incheon,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,17801,383.53
Minas Gerais,Aeroporto de Pulkovo (São Petersburgo),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,11029,237.62
Minas Gerais,Aeroporto de Estocolmo-Arlanda,Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belo Horizonte,10397,224.01
Minas Gerais,Aeroporto Internacional de Kuala Lumpur (Sepang),Aeroporto Internacional do Recife,Aeroporto Internacional de Belo Horizonte,16753,360.95
Minas Gerais,Aeroporto de Praga,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9563,206.04
Minas Gerais,Aeroporto de Bratislava,Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,9618,207.22
Minas Gerais,Aeroporto Internacional Sheremetyevo (Moscou),Aeroporto Internacional de Natal,Aeroporto Internacional de Belo Horizonte,11233,242.02
Pará,Aeroporto Internacional de Kansai (Osaka),Aeroporto Internacional de São Luís,Aeroporto Internacional de Belém,16970,365.63
Pará,Aeroporto de Heathrow (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belém,8244,177.62
Pará,Aeroporto de Milão-Malpensa,Aeroporto Internacional de Natal,Aeroporto Internacional de Belém,8718,187.83
Pará,Aeroporto de Gatwick (Londres),Aeroporto Internacional de Fortaleza,Aeroporto Internacional de Belém,8230,177.32
